ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Subfamily,Genus,GenusIcon,ISO_codes,Samples_100,Samples_200,Country_ID,Source,Parent_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A
aeg,Arabic (Egyptian),Africa,30.0,31.0,egyp1253,arz,Afro-Asiatic,,Semitic,,arz,True,True,EG,Abdel-Massih-et-al-1979 Brustad-2000 Eisele-1999 Gary-and-Gamal-Eldin-1982 Kennedy-1960 Malherbe-and-Rosenberg-1996 McCarthy-1979a McCarthy-1979b Mitchell-1956 Mitchell-1962 Mitchell-and-Al-Hassan-1994 Moravcsik-1978 Tomiche-1964 Wise-1975,genus-semitic,2.0,2.0,5.0,4.0,2.0,4.0,2.0,1.0,3.0,4.0,8.0,5.0,2.0,,2.0,2.0,2.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,4.0,3.0,2.0,,,,,,3.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,15.0,,14.0,,3.0,2.0,4.0,19.0,3.0,,15.0,,,15.0,4.0,7.0,6.0,4.0,,,,,,,,,,,,,,,1.0,4.0,7.0,1.0,1.0,4.0,4.0,6.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,4.0,4.0,3.0,4.0,3.0,,4.0,3.0,2.0,1.0,5.0,1.0,1.0,2.0,,3.0,1.0,4.0,1.0,9.0,2.0,6.0,1.0,1.0,,2.0,2.0,1.0,1.0,3.0,,,6.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,,,,,2.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0
ael,Arabic (Eastern Libyan),Africa,32.0,22.0,liby1240,ayl,Afro-Asiatic,,Semitic,,ayl,False,False,LY,Owens-1984,genus-semitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afr,Afrikaans,Africa,-31.0,22.0,afri1274,afr,Indo-European,,Germanic,,afr,False,False,ZA,Dahl-1985 Donaldson-1993 Malherbe-and-Rosenberg-1996 Potgieter-and-Potgieter-1932 Raidt-1991 den-Besten-1996,genus-germanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,1.0,,,,,1.0,,,,,,1.0,6.0,1.0,,,,,,,,,,,,,2.0,1.0,2.0,2.0,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aga,Agarabi,Papunesia,-6.16666666667,146.0,agar1252,agd,Trans-New Guinea,Kainantu-Goroka,Gauwa,,agd,False,False,PG,Goddard-1967 Goddard-1976 Goddard-1980,genus-gauwa,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,4.0,,,,,,,,,,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,2.0,,,,,2.0,,4.0,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,6.0,,,,,1.0,,,
agb,Leggbó,Africa,6.0,8.0,legb1242,agb,Niger-Congo,Benue-Congo,Upper Cross,,agb,False,False,NG,,genus-uppercross,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,7.0,,,,,,,,,11.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,4.0,,,
agc,Agta (Central),Papunesia,17.9666666667,121.833333333,cent2084,agt,Austronesian,,Greater Central Philippine,,agt,False,False,PH,Healey-1960,genus-greatercentralphilippine,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,5.0,3.0,2.0,1.0,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,7.0,,,,3.0,,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,2.0,2.0,,2.0,2.0,1.0,4.0,1.0,,,,,,,,,3.0,1.0,1.0,,4.0,,3.0,,,
agd,Agta (Dupaningan),Papunesia,18.0,122.083333333,dupa1235,duo,Austronesian,,Greater Central Philippine,,duo,False,False,PH,Robinson-2008,genus-greatercentralphilippine,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,2.0,,,2.0,1.0,6.0,1.0,,,,,,,,,,3.0,1.0,,,,3.0,,,
agh,Aghem,Africa,6.66666666667,10.0,aghe1239,agq,Niger-Congo,Benue-Congo,Wide Grassfields,,agq,False,False,CM,Anderson-1979 Hyman-1979 Watters-1979,genus-widegrassfields,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,6.0,,,,1.0,1.0,4.0,16.0,,,13.0,1.0,,,4.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,4.0,,,,,,,,4.0,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,2.0,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,4.0,,,
agl,Aghul,Eurasia,41.75,47.6666666667,aghu1253,agx,Nakh-Daghestanian,Daghestanian,Lezgic,,agx,False,False,RU,Boguslavskaja-1989 Magometov-1970 Merdanova-and-Daniel-2001 von-Erckert-1895,genus-lezgic,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,6.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agm,Angami,Eurasia,25.6666666667,94.5,anga1288,njm,Sino-Tibetan,Tibeto-Burman,Angami-Pochuri,,njm,False,False,IN,Giridhar-1980 Grierson-1904 Subbarao-and-Murthy-2000 Subbarao-et-al-2000,genus-angamipochuri,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,8.0,4.0,,,,,,,,,,4.0,,,,4.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,8.0,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,2.0,2.0,,2.0,1.0,2.0,2.0,,,
ago,Angolar,Africa,0.25,6.5,ango1258,aoa,other,,Creoles and Pidgins,,aoa,False,False,ST,Lorenzino-1998 Maurer-1995,genus-creolesandpidgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agr,Aguaruna,South America,-5.0,-78.0,agua1253,agr,Jivaroan,,Jivaroan,,agr,False,False,PE,Larsen-1963 Larson-1966 Wise-1999,genus-jivaroan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
agt,Anguthimri,Australia,-12.3333333333,141.833333333,angu1242,awg,Pama-Nyungan,,Northern Pama-Nyungan,,awg,False,False,AU,Crowley-1981,genus-northernpamanyungan,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,2.0,,,,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,4.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,,,
agu,Aguacatec,North America,15.4166666667,-91.3333333333,agua1252,agu,Mayan,,Mayan,,agu,False,False,GT,McArthur-and-McArthur-1956 McArthur-and-McArthur-1966,genus-mayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
agw,Alagwa,Africa,-5.5,35.75,alag1248,wbj,Afro-Asiatic,Cushitic,Southern Cushitic,,wbj,False,False,TZ,Mous-nd,genus-southerncushitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aho,Arapaho,North America,40.0,-103.0,arap1274,arp,Algic,,Algonquian,,arp,False,False,US,Salzmann-1956 Salzmann-1967,genus-algonquian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
ahs,Arabic (Bani-Hassan),Africa,20.0,-10.0,hass1238,mey,Afro-Asiatic,,Semitic,,mey,False,False,MR,Irshied-and-Kenstowicz-1984,genus-semitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aht,Ahtna,North America,62.0,-145.0,ahte1237,aht,Na-Dene,,Athapaskan,,aht,False,False,US,Kari-1990,genus-athapaskan,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
ahu,Aghu,Papunesia,-6.16666666667,140.166666667,aghu1255,ahh,Trans-New Guinea,Awyu-Ok,Awju,,ahh,False,False,ID,Drabbe-1957,genus-awju,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aik,Aikaná,South America,-12.6666666667,-60.6666666667,aika1237,tba,Aikaná,,Aikaná,,tba,False,False,BR,Aikhenvald-and-Dixon-1999 Hanke-1956,genus-aikana,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0
ain,Ainu,Eurasia,43.0,143.0,ainu1240,ain,Ainu,,Ainu,,ain,False,True,JP,Alpatov-et-al-2007 Dettmer-1989 Nichols-1992 Patrie-1982 Refsing-1986 Shibatani-1990 Simeon-1969 Tamura-1988 Tamura-2000,genus-ainu,6.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,,,2.0,2.0,1.0,7.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,3.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,1.0,1.0,1.0,,,,3.0,4.0,1.0,5.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,,,5.0,,2.0,5.0,2.0,2.0,1.0,6.0,2.0,1.0,,3.0,9.0,1.0,2.0,9.0,2.0,1.0,6.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,,,1.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,1.0,3.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0
aiz,Aizi,Africa,5.25,-4.5,apro1235,ahp,Niger-Congo,,Kru,,ahp,False,False,CI,Herault-1971,genus-kru,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
aja,Aja,Africa,7.33333333333,25.6666666667,ajas1235,aja,Central Sudanic,,Kresh,,aja,False,False,CF SS,Santandrea-1976,genus-kresh,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,1.0,,3.0,,,,,,,,,,,,,4.0,,3.0,,,
ajg,Ajagbe,Africa,7.0,1.75,ajab1235,ajg,Niger-Congo,Kwa,Gbe,,ajg,False,False,BJ TG,Tchitchi-1984,genus-gbe,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,1.0,1.0,4.0,16.0,,,13.0,28.0,,,,,,,15.0,23.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,3.0,6.0,1.0,3.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,2.0,,,5.0,5.0,5.0,,,
aji,Ajië,Papunesia,-21.3333333333,165.5,ajie1238,aji,Austronesian,Eastern Malayo-Polynesian,Oceanic,,aji,False,False,NC,Lichtenberk-1978,genus-oceanic,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aka,Aka,Africa,2.66666666667,16.25,yaka1272,axk,Niger-Congo,Benue-Congo,Bantu,,axk,False,False,CF CG,Cloarec-Heiss-and-Thomas-1978,genus-bantu,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akb,Aka-Biada,Eurasia,11.6666666667,92.5,akab1249,abj,Great Andamanese,,Great Andamanese,,abj,False,False,IN,Portman-1887b,genus-greatandamanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
akc,Aka-Cari,Eurasia,13.5,93.0,akac1240,aci,Great Andamanese,,Great Andamanese,,aci,False,False,IN,Portman-1887b,genus-greatandamanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
akh,Akha,Eurasia,21.8333333333,99.8333333333,akha1245,ahk,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,,ahk,False,False,CN TH MM,Dellinger-1969 Hansson-2003 Thurgood-1986,genus-burmeselolo,,,,,,1.0,,,,,,,,,,,4.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,3.0,2.0,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,,,,,,3.0,2.0,2.0,2.0,1.0,1.0,2.0,,,
akk,Aka-Kede,Eurasia,12.75,92.75,akak1252,akx,Great Andamanese,,Great Andamanese,,akx,False,False,IN,Portman-1887b,genus-greatandamanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
akl,Aklanon,Papunesia,11.5833333333,122.333333333,akla1241,akl,Austronesian,,Greater Central Philippine,,akl,False,False,PH,Chai-1971,genus-greatercentralphilippine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akm,Arakanese (Marma),Eurasia,21.5,92.5,marm1234,rmz,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,,rmz,False,False,BD MM,,genus-burmeselolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akn,Akan,Africa,6.5,-1.25,akan1250,aka,Niger-Congo,Kwa,Tano,,aka,False,False,GH,Balmer-and-Grant-1929 Christaller-1875 Dahl-1985 Dolphyne-1988 Ladefoged-1964 Obeng-2001 Redden-et-al-1963 Saah-and-Eze-1997 Schachter-and-Fromkin-1968 Stewart-1967 Welmers-1946,genus-tano,,,,,,2.0,,,,,,,,,,,1.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,,,,,2.0,2.0,2.0,1.0,,2.0,,,,,,,,,,,,,,2.0,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,6.0,1.0,,,3.0,,,,6.0,,,1.0,2.0,,,,2.0,,,,,,,,,,,2.0,,9.0,,,2.0,,,1.0,,,,2.0,,,,2.0,,1.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,,,2.0,3.0,3.0,,,,,1.0,,2.0,,1.0,2.0,,4.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,2.0,5.0,2.0,5.0,5.0,,4.0,,,
ako,Arabic (Kormakiti),Eurasia,35.25,33.5,cypr1248,acy,Afro-Asiatic,,Semitic,,acy,False,False,CY,,genus-semitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akr,Arikara,North America,45.5,-100.5,arik1262,ari,Caddoan,,Northern Caddoan,,ari,False,False,US,Merlan-1975 Parks-1986,genus-northerncaddoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akw,Akawaio,South America,6.0,-59.5,akaw1239,ake,Cariban,,Cariban,,ake,False,False,GY,Edwards-1978 Stefanowitsch-2002,genus-cariban,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
